REF_DATE,GEO,DGUID,Measure,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Oct-22,"Weighted average, cities measured",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927749,1.2.1,471.80,,,,2
Nov-22,"Weighted average, cities measured",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927749,1.2.1,422.44,,,,2
Dec-22,"Weighted average, cities measured",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927749,1.2.1,451.16,,,,2
Jan-23,"Weighted average, cities measured",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927749,1.2.1,404.22,,,,2
Mar-23,"Weighted average, cities measured",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927749,1.2.1,467.04,,,,2
May-23,"Weighted average, cities measured",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927749,1.2.1,471.68,,,,2
Jan-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1054.44,,,,2
Feb-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,968.04,,,,2
Mar-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1010.04,,,,2
Apr-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1042.04,,,,2
May-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1039.74,,,,2
Jun-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1076.64,,,,2
Jul-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1055.48,,,,2
Aug-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1029.90,,,,2
Sep-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,939.08,,,,2
Oct-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1031.44,,,,2
Nov-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,961.52,,,,2
Dec-22,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1116.64,,,,2
Jan-23,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,987.42,,,,2
Mar-23,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1114.40,,,,2
May-23,"Weighted average, cities measured",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927754,1.3.1,1108.00,,,,2
Jan-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,203.04,,,,2
Feb-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,198.94,,,,2
Mar-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,226.22,,,,2
Apr-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,216.62,,,,2
May-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,219.02,,,,2
Jun-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,222.38,,,,2
Jul-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,237.32,,,,2
Aug-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,225.38,E,,,2
Sep-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,204.80,,,,2
Oct-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,223.80,,,,2
Nov-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,191.82,,,,2
Dec-22,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,205.36,,,,2
Jan-23,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,181.36,,,,2
Mar-23,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,185.12,,,,2
May-23,"Weighted average, cities measured",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927759,1.4.1,197.56,E,,,2
Jan-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,14.80,,,,2
Feb-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,24.08,,,,2
Mar-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,24.68,,,,2
Apr-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,32.54,,,,2
May-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,22.62,,,,2
Jun-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,22.98,,,,2
Jul-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,30.76,,,,2
Aug-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,40.14,,,,2
Sep-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,33.36,,,,2
Oct-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,46.54,,,,2
Nov-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,38.90,,,,2
Dec-22,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,40.58,,,,2
Jan-23,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,32.36,,,,2
Mar-23,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,28.16,,,,2
May-23,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927764,1.5.1,30.54,,,,2
Jan-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,9.86,,,,2
Feb-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,11.64,,,,2
Mar-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,14.70,,,,2
Apr-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,16.22,,,,2
May-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,15.70,,,,2
Jun-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,16.70,,,,2
Jul-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,17.00,,,,2
Aug-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,16.94,,,,2
Sep-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,13.90,,,,2
Oct-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,14.40,,,,2
Nov-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,13.98,E,,,2
Dec-22,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,14.56,,,,2
Jan-23,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,14.16,,,,2
Mar-23,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,12.72,,,,2
May-23,"Weighted average, cities measured",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927769,1.6.1,11.96,,,,2
Jan-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,21.34,,,,2
Feb-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,25.88,,,,2
Mar-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,30.18,,,,2
Apr-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,28.42,,,,2
May-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,26.10,,,,2
Jun-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,23.92,,,,2
Jul-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,24.98,,,,2
Aug-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,26.44,,,,2
Sep-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,23.56,,,,2
Oct-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,22.46,,,,2
Nov-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,23.02,,,,2
Dec-22,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,24.18,,,,2
Jan-23,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,21.16,,,,2
Mar-23,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,23.30,,,,2
May-23,"Weighted average, cities measured",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927774,1.7.1,21.88,,,,2
Jan-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,320.98,,,,2
Feb-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,337.22,,,,2
Mar-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,379.68,,,,2
Apr-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,399.02,,,,2
May-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,354.54,,,,2
Jun-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,343.88,,,,2
Jul-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,347.40,,,,2
Aug-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,332.88,,,,2
Sep-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,309.64,,,,2
Oct-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,324.08,,,,2
Nov-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,341.98,,,,2
Dec-22,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,357.06,,,,2
Jan-23,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,334.54,,,,2
Mar-23,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,365.50,,,,2
May-23,"Weighted average, cities measured",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927779,1.8.1,330.32,,,,2
Jan-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,100.98,,,,2
Feb-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,126.48,,,,2
Mar-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,135.30,,,,2
Apr-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,151.98,,,,2
May-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,152.66,,,,2
Jun-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,149.02,,,,2
Jul-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,156.68,,,,2
Aug-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,157.30,,,,2
Sep-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,138.08,,,,2
Oct-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,154.72,,,,2
Nov-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,150.18,,,,2
Dec-22,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,156.72,,,,2
Jan-23,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,140.50,,,,2
Mar-23,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,151.20,,,,2
May-23,"Weighted average, cities measured",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927784,1.9.1,156.38,E,,,2
Jan-22,"Weighted average, cities measured",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927789,1.10.1,6.14,,,,2
Feb-22,"Weighted average, cities measured",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927789,1.10.1,7.30,,,,2
Mar-22,"Weighted average, cities measured",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927789,1.10.1,6.00,,,,2
Apr-22,"Weighted average, cities measured",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927789,1.10.1,6.10,,,,2
May-22,"Weighted average, cities measured",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927789,1.10.1,6.50,,,,2
